Nominal,Posisi,NomorPembacaan,Merah,Hijau,Biru
2000,10,22,2889,11615,1488
2000,10,23,2906,11677,1493
2000,10,24,2912,11890,1476
2000,10,25,2853,11454,1472
2000,10,26,2864,11543,1467
2000,10,27,2894,11604,1470
2000,10,28,2889,11707,1489
2000,10,29,2896,11624,1481
2000,10,30,2899,11600,1490
2000,10,31,2877,11694,1506
2000,10,32,2899,11659,1494
2000,10,33,2889,11622,1493
2000,10,34,2878,11604,1490
2000,10,35,2910,11684,1512
2000,10,36,2901,11684,1505
2000,10,37,2880,11593,1483
2000,10,38,2879,11586,1495
2000,10,39,2861,11583,1507
2000,10,40,2859,11605,1479
2000,10,41,2897,11558,1481
2000,10,42,2862,11612,1478
2000,10,43,2901,11569,1477
2000,10,44,2888,11625,1472
2000,10,45,2857,11640,1496
2000,10,46,2903,11582,1492
2000,10,47,2887,11469,1472
2000,10,48,2893,11635,1492
2000,10,49,2854,11552,1481
2000,10,50,2886,11606,1491
2000,10,51,2939,11908,1532
2000,10,52,2967,11924,1536
2000,10,53,2968,11929,1537
2000,10,54,2963,11932,1533
2000,10,55,2959,11950,1532
2000,10,56,2904,11603,1496
2000,10,57,2891,11623,1499
2000,10,58,2909,11567,1479
2000,10,59,2889,11510,1475
2000,10,60,2873,11631,1477
2000,10,61,2862,11574,1488
2000,10,62,2868,11603,1492
2000,10,63,2878,11602,1480
2000,10,64,2901,11588,1493
2000,10,65,2902,11502,1487
2000,10,66,2991,12010,1545
2000,10,67,2974,11992,1540
2000,10,68,2974,11975,1537
2000,10,69,2982,11992,1539
2000,10,70,2981,11992,1544
2000,10,71,2989,12020,1541
2000,10,72,2990,12030,1543
2000,10,73,2972,12031,1544
2000,10,74,2989,12024,1548
2000,10,75,2991,12005,1549
2000,10,76,2995,12057,1549
2000,10,77,2996,12056,1541
2000,10,78,2992,12039,1542
2000,10,79,2853,11542,1479
2000,10,80,2874,11664,1491
2000,10,81,2898,11631,1505
2000,10,82,2889,11560,1486
2000,10,83,2932,11610,1490
2000,10,84,2888,11632,1497
2000,10,85,2911,11637,1498
2000,10,86,2890,11524,1481
2000,10,87,2873,11713,1490
2000,10,88,2909,11612,1492
2000,10,89,2881,11601,1488
2000,10,90,2863,11598,1485
2000,10,91,2894,11543,1496
2000,10,92,2848,11471,1472
2000,10,93,2873,11574,1482
2000,10,94,2855,11603,1472
2000,10,95,2885,11617,1494
2000,10,96,2867,11578,1485
2000,10,97,2895,11663,1477
2000,10,98,2886,11623,1487
2000,10,99,2892,11583,1483
2000,10,100,2872,11576,1486
2000,11,1,2861,11462,1484
2000,11,2,2839,11499,1475
2000,11,3,2871,11537,1488
2000,11,4,2894,11636,1488
2000,11,5,2886,11590,1484
2000,11,6,2881,11580,1476
2000,11,7,2882,11593,1493
2000,11,8,2873,11541,1483
2000,11,9,2882,11528,1493
2000,11,10,2872,11509,1478
2000,11,11,2862,11507,1469
2000,11,12,2864,11523,1475
2000,11,13,2868,11499,1490
2000,11,14,2875,11576,1484
2000,11,15,2845,11497,1475
2000,11,16,2880,11488,1475
2000,11,17,2876,11565,1451
2000,11,18,2884,11543,1478
2000,11,19,2882,11590,1487
2000,11,20,2878,11537,1487
2000,11,21,2889,11659,1500
2000,11,22,2879,11637,1497
2000,11,23,2885,11557,1482
2000,11,24,2856,11493,1473
2000,11,25,2871,11492,1478
2000,11,26,2859,11521,1477
2000,11,27,2886,11533,1481
2000,11,28,2867,11544,1483
2000,11,29,2855,11518,1481
2000,11,30,2840,11468,1480
2000,11,31,2860,11531,1481
2000,11,32,2863,11577,1474
2000,11,33,2902,11673,1497
2000,11,34,2866,11557,1480
2000,11,35,2867,11531,1473
2000,11,36,2872,11550,1480
2000,11,37,2876,11577,1480
2000,11,38,2880,11596,1486
2000,11,39,2882,11641,1492
2000,11,40,2884,11607,1482
2000,11,41,2883,11615,1494
2000,11,42,2909,11752,1498
2000,11,43,2925,11766,1506
2000,11,44,2896,11762,1517
2000,11,45,2935,11745,1504
2000,11,46,2921,11654,1488
2000,11,47,2883,11514,1476
2000,11,48,2883,11517,1478
2000,11,49,2882,11579,1490
2000,11,50,2871,11557,1486
2000,11,51,2881,11551,1477
2000,11,52,2876,11607,1488
2000,11,53,2847,11499,1474
2000,11,54,2876,11559,1477
2000,11,55,2872,11560,1483
2000,11,56,2882,11606,1492
2000,11,57,2869,11551,1489
2000,11,58,2862,11573,1484
2000,11,59,2877,11495,1477
2000,11,60,2886,11553,1483
2000,11,61,2864,11621,1483
2000,11,62,2874,11540,1479
2000,11,63,2879,11597,1481
2000,11,64,2874,11598,1491
2000,11,65,2872,11633,1487
2000,11,66,2878,11599,1486
2000,11,67,2867,11590,1487
2000,11,68,2888,11669,1506
2000,11,69,2907,11712,1505
2000,11,70,2905,11664,1492
2000,11,71,2915,11782,1490
2000,11,72,2920,11652,1501
2000,11,73,2905,11657,1490
2000,11,74,2962,11940,1536
2000,11,75,2974,11919,1524
2000,11,76,2971,11932,1538
2000,11,77,2878,11587,1488
2000,11,78,2864,11527,1479
2000,11,79,2880,11614,1485
2000,11,80,2883,11604,1486
2000,11,81,2881,11599,1498
2000,11,82,2874,11620,1489
2000,11,83,2855,11580,1491
2000,11,84,2852,11613,1494
2000,11,85,2872,11529,1473
2000,11,86,2855,11512,1459
2000,11,87,2874,11525,1478
2000,11,88,2854,11543,1483
2000,11,89,2874,11580,1484
2000,11,90,2868,11553,1470
2000,11,91,2873,11578,1488
2000,11,92,2928,11743,1497
2000,11,93,2913,11754,1508
2000,11,94,2914,11658,1489
2000,11,95,2912,11732,1505
2000,11,96,2879,11573,1483
2000,11,97,2887,11600,1489
2000,11,98,2890,11675,1497
2000,11,99,2941,11712,1510
2000,11,100,2903,11770,1510
2000,12,1,2864,11497,1479
2000,12,2,2875,11590,1489
2000,12,3,2880,11571,1489
2000,12,4,2875,11597,1484
2000,12,5,2871,11592,1484
2000,12,6,2882,11549,1486
2000,12,7,2882,11604,1485
2000,12,8,2878,11593,1490
2000,12,9,2885,11581,1490
2000,12,10,2879,11594,1488
2000,12,11,2877,11600,1484
2000,12,12,2885,11577,1490
2000,12,13,2898,11602,1500
2000,12,14,2881,11622,1487
2000,12,15,2897,11602,1485
2000,12,16,2964,11924,1534
2000,12,17,2962,11904,1526
2000,12,18,2964,11969,1535
2000,12,19,2875,11597,1486
2000,12,20,2882,11609,1487
2000,12,21,2881,11609,1486
2000,12,22,2886,11601,1490
2000,12,23,2884,11595,1483
2000,12,24,2882,11612,1494
2000,12,25,2888,11592,1493
2000,12,26,2886,11627,1494
2000,12,27,2893,11615,1484
2000,12,28,2886,11616,1492
2000,12,29,2878,11603,1490
2000,12,30,2892,11606,1491
2000,12,31,2885,11595,1483
2000,12,32,2882,11574,1485
2000,12,33,2882,11579,1480
2000,12,34,2876,11589,1479
2000,12,35,2883,11587,1489
2000,12,36,2876,11586,1487
2000,12,37,2875,11594,1486
2000,12,38,2872,11568,1489
2000,12,39,2876,11574,1482
2000,12,40,2879,11565,1487
2000,12,41,2875,11577,1480
2000,12,42,2874,11556,1486
2000,12,43,2876,11584,1480
2000,12,44,2886,11571,1493
2000,12,45,2878,11593,1485
2000,12,46,2878,11559,1478
2000,12,47,2884,11564,1487
2000,12,48,2875,11556,1481
2000,12,49,2883,11569,1491
2000,12,50,2872,11588,1487
2000,12,51,2868,11611,1476
2000,12,52,2869,11591,1487
2000,12,53,2868,11617,1489
2000,12,54,2870,11590,1487
2000,12,55,2888,11554,1487
2000,12,56,2879,11584,1488
2000,12,57,2878,11587,1487
2000,12,58,2881,11567,1487
2000,12,59,2875,11585,1478
2000,12,60,2877,11569,1480
2000,12,61,2893,11587,1482
2000,12,62,2874,11578,1480
2000,12,63,2901,11576,1481
2000,12,64,2878,11590,1479
2000,12,65,2883,11599,1482
2000,12,66,2883,11583,1480
2000,12,67,2870,11580,1490
2000,12,68,2879,11564,1481
2000,12,69,2873,11596,1486
2000,12,70,2885,11585,1488
2000,12,71,2878,11589,1488
2000,12,72,2878,11589,1490
2000,12,73,2881,11580,1491
2000,12,74,2876,11602,1485
2000,12,75,2876,11585,1485
2000,12,76,2874,11577,1484
2000,12,77,2877,11563,1484
2000,12,78,2872,11557,1479
2000,12,79,2875,11558,1487
2000,12,80,2874,11571,1486
2000,12,81,2876,11553,1477
2000,12,82,2870,11574,1489
2000,12,83,2874,11571,1479
2000,12,84,2875,11566,1486
2000,12,85,2870,11580,1483
2000,12,86,2874,11578,1483
2000,12,87,2871,11575,1487
2000,12,88,2873,11576,1481
2000,12,89,2868,11583,1486
2000,12,90,2872,11568,1481
2000,12,91,2882,11559,1483
2000,12,92,2980,11843,1532
2000,12,93,2976,11930,1534
2000,12,94,2878,11549,1483
2000,12,95,2866,11589,1489
2000,12,96,2872,11565,1479
2000,12,97,2883,11572,1484
2000,12,98,2874,11561,1484
2000,12,99,2881,11567,1483
2000,12,100,2879,11589,1489
2000,13,1,2790,11146,1431
2000,13,2,2809,11239,1442
2000,13,3,2808,11241,1442
2000,13,4,2812,11205,1445
2000,13,5,2807,11246,1443
2000,13,6,2809,11263,1448
2000,13,7,2802,11228,1446
2000,13,8,2805,11229,1444
2000,13,9,2798,11215,1446
2000,13,10,2813,11245,1450
2000,13,11,2807,11236,1447
2000,13,12,2816,11239,1442
2000,13,13,2812,11218,1436
2000,13,14,2816,11225,1440
2000,13,15,2805,11223,1440
2000,13,16,2814,11222,1437
2000,13,17,2810,11204,1438
2000,13,18,2806,11246,1439
2000,13,19,2813,11192,1437
2000,13,20,2808,11233,1435
2000,13,21,2813,11218,1440
2000,13,22,2823,11232,1441
2000,13,23,2812,11227,1441
2000,13,24,2819,11240,1443
2000,13,25,2816,11234,1442
2000,13,26,2812,11243,1449
2000,13,27,2812,11224,1447
2000,13,28,2802,11248,1446
2000,13,29,2810,11210,1444
2000,13,30,2806,11235,1444
2000,13,31,2806,11219,1446
2000,13,32,2806,11235,1442
2000,13,33,2792,11225,1446
2000,13,34,2799,11205,1440
2000,13,35,2812,11221,1446
2000,13,36,2805,11230,1447
2000,13,37,2810,11214,1445
2000,13,38,2807,11236,1447
2000,13,39,2808,11219,1447
2000,13,40,2808,11232,1443
2000,13,41,2801,11227,1447
2000,13,42,2811,11219,1443
2000,13,43,2810,11227,1440
2000,13,44,2803,11226,1441
2000,13,45,2807,11210,1442
2000,13,46,2805,11218,1440
2000,13,47,2808,11205,1438
2000,13,48,2805,11221,1447
2000,13,49,2809,11226,1443
2000,13,50,2809,11242,1444
2000,13,51,2808,11241,1447
2000,13,52,2810,11223,1446
2000,13,53,2805,11227,1445
2000,13,54,2806,11231,1444
2000,13,55,2811,11242,1445
2000,13,56,2814,11235,1447
2000,13,57,2812,11230,1443
2000,13,58,2812,11233,1436
2000,13,59,2816,11248,1444
2000,13,60,2819,11227,1443
2000,13,61,2806,11236,1440
2000,13,62,2811,11202,1436
2000,13,63,2797,11222,1441
2000,13,64,2796,11202,1437
2000,13,65,2797,11212,1441
2000,13,66,2803,11229,1445
2000,13,67,2810,11182,1434
2000,13,68,2800,11212,1444
2000,13,69,2802,11215,1440
2000,13,70,2801,11220,1444
2000,13,71,2801,11233,1441
2000,13,72,2813,11244,1439
2000,13,73,2805,11226,1441
2000,13,74,2818,11243,1443
2000,13,75,2808,11241,1442
2000,13,76,2803,11232,1446
2000,13,77,2809,11250,1439
2000,13,78,2811,11259,1433
2000,13,79,2809,11268,1444
2000,13,80,2809,11258,1440
2000,13,81,2820,11277,1450
2000,13,82,2811,11274,1442
2000,13,83,2826,11260,1439
2000,13,84,2807,11278,1443
2000,13,85,2805,11280,1449
2000,13,86,2816,11229,1442
2000,13,87,2798,11240,1444
2000,13,88,2817,11259,1439
2000,13,89,2820,11245,1440
2000,13,90,2813,11270,1443
2000,13,91,2812,11252,1443
2000,13,92,2815,11291,1440
2000,13,93,2910,11607,1489
2000,13,94,2809,11229,1444
2000,13,95,2801,11227,1443
2000,13,96,2802,11251,1446
2000,13,97,2810,11229,1445
2000,13,98,2808,11232,1443
2000,13,99,2804,11242,1446
2000,13,100,2816,11242,1443
2000,14,1,2806,11206,1444
2000,14,2,2825,11301,1451
2000,14,3,2826,11308,1454
2000,14,4,2821,11296,1455
2000,14,5,2829,11291,1443
2000,14,6,2829,11301,1445
2000,14,7,2823,11298,1447
2000,14,8,2816,11296,1442
2000,14,9,2818,11285,1444
2000,14,10,2820,11318,1446
2000,14,11,2820,11285,1450
2000,14,12,2818,11323,1448
2000,14,13,2814,11319,1451
2000,14,14,2832,11339,1449
2000,14,15,2841,11354,1452
2000,14,16,2823,11312,1453
2000,14,17,2825,11315,1444
2000,14,18,2829,11329,1456
2000,14,19,2826,11312,1454
2000,14,20,2820,11298,1451
2000,14,21,2815,11276,1450
2000,14,22,2821,11291,1448
2000,14,23,2827,11274,1446
2000,14,24,2826,11282,1452
2000,14,25,2823,11260,1451
2000,14,26,2823,11248,1440
2000,14,27,2825,11252,1451
2000,14,28,2812,11262,1444
2000,14,29,2823,11262,1450
2000,14,30,2826,11298,1446
2000,14,31,2821,11265,1444
2000,14,32,2813,11293,1443
2000,14,33,2806,11293,1446
2000,14,34,2826,11267,1445
2000,14,35,2825,11269,1443
2000,14,36,2826,11281,1448
2000,14,37,2820,11295,1443
2000,14,38,2829,11298,1450
2000,14,39,2823,11271,1451
2000,14,40,2819,11307,1445
2000,14,41,2825,11303,1443
2000,14,42,2816,11275,1448
2000,14,43,2819,11238,1452
2000,14,44,2830,11282,1446
2000,14,45,2823,11300,1441
2000,14,46,2815,11270,1453
2000,14,47,2825,11261,1452
2000,14,48,2827,11304,1445
2000,14,49,2821,11235,1442
2000,14,50,2816,11287,1446
2000,14,51,2812,11265,1456
2000,14,52,2822,11266,1447
2000,14,53,2826,11260,1443
2000,14,54,2814,11302,1452
2000,14,55,2824,11274,1448
2000,14,56,2836,11308,1444
2000,14,57,2829,11304,1452
2000,14,58,2818,11306,1451
2000,14,59,2818,11228,1445
2000,14,60,2830,11305,1447
2000,14,61,2810,11319,1445
2000,14,62,2821,11320,1449
2000,14,63,2827,11284,1442
2000,14,64,2827,11335,1445
2000,14,65,2836,11355,1456
2000,14,66,2827,11333,1448
2000,14,67,2836,11642,1493
2000,14,68,2834,11319,1453
2000,14,69,2832,11337,1451
2000,14,70,2823,11325,1450
2000,14,71,2825,11305,1453
2000,14,72,2823,11319,1453
2000,14,73,2829,11336,1447
2000,14,74,2826,11322,1451
2000,14,75,2828,11312,1456
2000,14,76,2837,11330,1454
2000,14,77,2813,11318,1449
2000,14,78,2821,11261,1449
2000,14,79,2818,11324,1453
2000,14,80,2815,11269,1440
2000,14,81,2825,11305,1445
2000,14,82,2815,11283,1446
2000,14,83,2828,11303,1452
2000,14,84,2829,11276,1438
2000,14,85,2814,11291,1447
2000,14,86,2812,11291,1451
2000,14,87,2821,11286,1452
2000,14,88,2810,11257,1444
2000,14,89,2816,11251,1447
2000,14,90,2813,11275,1444
2000,14,91,2818,11269,1447
2000,14,92,2817,11248,1450
2000,14,93,2843,11288,1447
2000,14,94,2817,11290,1444
2000,14,95,2818,11294,1454
2000,14,96,2914,11641,1492
2000,14,97,2821,11290,1438
2000,14,98,2816,11282,1450
2000,14,99,2816,11285,1447
2000,14,100,2816,11306,1449
2000,15,1,2812,11219,1436
2000,15,2,2824,11277,1444
2000,15,3,2811,11305,1448
2000,15,4,2818,11298,1448
2000,15,5,2821,11292,1451
2000,15,6,2821,11283,1450
2000,15,7,2823,11255,1413
2000,15,8,2822,11310,1446
2000,15,9,2825,11264,1449
2000,15,10,2822,11297,1449
2000,15,11,2824,11302,1444
2000,15,12,2822,11300,1448
2000,15,13,2827,11286,1445
2000,15,14,2834,11301,1449
2000,15,15,2820,11292,1453
2000,15,16,2834,11303,1449
2000,15,17,2827,11299,1447
2000,15,18,2827,11307,1454
2000,15,19,2820,11301,1456
2000,15,20,2828,11296,1456
2000,15,21,2823,11305,1449
2000,15,22,2832,11317,1449
2000,15,23,2829,11306,1453
2000,15,24,2826,11285,1452
2000,15,25,2825,11312,1447
2000,15,26,2858,11585,1497
2000,15,27,2911,11643,1493
2000,15,28,2916,11660,1494
2000,15,29,2912,11656,1500
2000,15,30,2917,11674,1502
2000,15,31,2916,11666,1497
2000,15,32,2917,11681,1498
2000,15,33,2928,11317,1445
2000,15,34,2840,11311,1453
2000,15,35,2834,11297,1450
2000,15,36,2820,11318,1452
2000,15,37,2823,11312,1454
2000,15,38,2813,11292,1451
2000,15,39,2826,11274,1450
2000,15,40,2825,11287,1448
2000,15,41,2822,11258,1448
2000,15,42,2821,11300,1445
2000,15,43,2822,11277,1454
2000,15,44,2822,11297,1451
2000,15,45,2823,11290,1451
2000,15,46,2826,11283,1447
2000,15,47,2822,11312,1454
2000,15,48,2830,11299,1452
2000,15,49,2823,11297,1450
2000,15,50,2833,11300,1446
2000,15,51,2815,11306,1453
2000,15,52,2812,11302,1454
2000,15,53,2824,11277,1446
2000,15,54,2825,11269,1446
2000,15,55,2825,11295,1444
2000,15,56,2822,11281,1447
2000,15,57,2827,11313,1445
2000,15,58,2825,11298,1445
2000,15,59,2822,11259,1451
2000,15,60,2825,11294,1450
2000,15,61,2823,11295,1453
2000,15,62,2821,11302,1445
2000,15,63,2828,11298,1443
2000,15,64,2826,11285,1453
2000,15,65,2823,11296,1437
2000,15,66,2824,11296,1443
2000,15,67,2812,11328,1455
2000,15,68,2827,11310,1437
2000,15,69,2822,11306,1457
2000,15,70,2824,11298,1450
2000,15,71,2808,11303,1453
2000,15,72,2821,11304,1447
2000,15,73,2820,11263,1441
2000,15,74,2826,11307,1445
2000,15,75,2818,11316,1447
2000,15,76,2828,11296,1449
2000,15,77,2826,11260,1449
2000,15,78,2826,11336,1457
2000,15,79,2827,11303,1453
2000,15,80,2819,11398,1495
2000,15,81,2828,11292,1446
2000,15,82,2820,11308,1445
2000,15,83,2830,11296,1454
2000,15,84,2817,11294,1453
2000,15,85,2827,11286,1452
2000,15,86,2822,11296,1451
2000,15,87,2818,11305,1447
2000,15,88,2823,11311,1448
2000,15,89,2829,11288,1448
2000,15,90,2831,11277,1455
2000,15,91,2830,11309,1447
2000,15,92,2829,11329,1456
2000,15,93,2828,11319,1456
2000,15,94,2819,11212,1454
2000,15,95,2833,11285,1433
2000,15,96,2820,11323,1450
2000,15,97,2840,11320,1447
2000,15,98,2827,11287,1454
2000,15,99,2821,11313,1456
2000,15,100,2839,11284,1449
2000,16,1,2798,11204,1441
2000,16,2,2798,11297,1447
2000,16,3,2821,11273,1454
2000,16,4,2817,11288,1450
2000,16,5,2812,11298,1454
2000,16,6,2823,11284,1454
2000,16,7,2814,11308,1450
2000,16,8,2830,11289,1448
2000,16,9,2816,11290,1453
2000,16,10,2830,11274,1449
2000,16,11,2812,11268,1441
2000,16,12,2818,11283,1455
2000,16,13,2809,11300,1454
2000,16,14,2828,11313,1455
2000,16,15,2820,11313,1453
2000,16,16,2828,11280,1450
2000,16,17,2825,11268,1449
2000,16,18,2818,11259,1446
2000,16,19,2821,11260,1455
2000,16,20,2825,11249,1436
2000,16,21,2809,11256,1445
2000,16,22,2818,11295,1448
2000,16,23,2833,11256,1440
2000,16,24,2813,11272,1454
2000,16,25,2822,11271,1448
2000,16,26,2809,11280,1440
2000,16,27,2797,11269,1446
2000,16,28,2818,11237,1451
2000,16,29,2809,11275,1446
2000,16,30,2822,11259,1451
2000,16,31,2813,11271,1444
2000,16,32,2813,11276,1447
2000,16,33,2819,11247,1446
2000,16,34,2822,11271,1442
2000,16,35,2812,11273,1450
2000,16,36,2822,11263,1443
2000,16,37,2817,11266,1450
2000,16,38,2810,11260,1450
2000,16,39,2812,11283,1443
2000,16,40,2814,11246,1448
2000,16,41,2812,11288,1453
2000,16,42,2829,11249,1446
2000,16,43,2814,11276,1443
2000,16,44,2822,11301,1444
2000,16,45,2815,11274,1448
2000,16,46,2822,11266,1444
2000,16,47,2814,11291,1452
2000,16,48,2812,11263,1450
2000,16,49,2820,11279,1442
2000,16,50,2815,11288,1449
2000,16,51,2823,11277,1440
2000,16,52,2817,11289,1438
2000,16,53,2821,11270,1450
2000,16,54,2827,11252,1444
2000,16,55,2820,11255,1447
2000,16,56,2821,11285,1449
2000,16,57,2818,11288,1445
2000,16,58,2819,11247,1447
2000,16,59,2821,11293,1446
2000,16,60,2828,11291,1450
2000,16,61,2817,11253,1450
2000,16,62,2817,11292,1452
2000,16,63,2823,11272,1436
2000,16,64,2811,11253,1453
2000,16,65,2823,11276,1448
2000,16,66,2820,11263,1451
2000,16,67,2825,11300,1453
2000,16,68,2821,11264,1443
2000,16,69,2814,11298,1443
2000,16,70,2830,11284,1445
2000,16,71,2820,11248,1440
2000,16,72,2816,11286,1444
2000,16,73,2821,11289,1445
2000,16,74,2805,11287,1451
2000,16,75,2828,11259,1444
2000,16,76,2827,11278,1440
2000,16,77,2819,11247,1449
2000,16,78,2820,11294,1455
2000,16,79,2827,11260,1445
2000,16,80,2811,11291,1451
2000,16,81,2821,11302,1455
2000,16,82,2828,11277,1448
2000,16,83,2817,11323,1456
2000,16,84,2824,11261,1451
2000,16,85,2826,11285,1459
2000,16,86,2826,11263,1431
2000,16,87,2824,11276,1450
2000,16,88,2828,11294,1454
2000,16,89,2824,11311,1450
2000,16,90,2827,11283,1438
2000,16,91,2824,11283,1454
2000,16,92,2822,11270,1453
2000,16,93,2820,11301,1451
2000,16,94,2823,11294,1450
2000,16,95,2823,11291,1451
2000,16,96,2823,11291,1455
2000,16,97,2824,11279,1454
2000,16,98,2817,11286,1453
2000,16,99,2823,11277,1452
2000,16,100,2826,11304,1450
5000,1,1,2593,11001,1385
5000,1,2,2645,11053,1360
5000,1,3,2641,11044,1371
5000,1,4,2628,11011,1375
5000,1,5,2641,11029,1388
5000,1,6,2665,11054,1372
5000,1,7,2628,10997,1394
5000,1,8,2637,11027,1390
5000,1,9,2665,11026,1376
5000,1,10,2655,11048,1363
5000,1,11,2667,11006,1378
5000,1,12,2658,11036,1373
5000,1,13,2637,11052,1376
5000,1,14,2670,11053,1371
5000,1,15,2637,11071,1382
5000,1,16,2669,11008,1382
5000,1,17,2652,11055,1365
5000,1,18,2649,11058,1368
5000,1,19,2649,11044,1394
5000,1,20,2647,11025,1382
5000,1,21,2659,11043,1394
5000,1,22,2639,11030,1390
5000,1,23,2650,11054,1390
5000,1,24,2650,11080,1371
5000,1,25,2656,11042,1384
5000,1,26,2653,11054,1380
5000,1,27,2645,11041,1393
5000,1,28,2654,11044,1390
5000,1,29,2645,11057,1375
5000,1,30,2632,11067,1378
5000,1,31,2657,11036,1385
5000,1,32,2646,11061,1368
5000,1,33,2628,11043,1394
5000,1,34,2646,11061,1395
5000,1,35,2650,11076,1394
5000,1,36,2656,11129,1392
5000,1,37,2669,11128,1382
5000,1,38,2659,11057,1389
5000,1,39,2658,11072,1398
5000,1,40,2653,11030,1364
5000,1,41,2643,10987,1392
5000,1,42,2650,11024,1386
5000,1,43,2642,11020,1375
5000,1,44,2653,11038,1369
5000,1,45,2636,11016,1387
5000,1,46,2630,10992,1367
5000,1,47,2635,10988,1368
5000,1,48,2647,10983,1387
5000,1,49,2649,11040,1376
5000,1,50,2647,10998,1383
5000,1,51,2649,11020,1369
5000,1,52,2613,10986,1365
5000,1,53,2638,10994,1377
5000,1,54,2635,11014,1399
5000,1,55,2650,11010,1372
5000,1,56,2634,11043,1382
5000,1,57,2632,11033,1389
5000,1,58,2645,11028,1371
5000,1,59,2624,11021,1383
5000,1,60,2657,11020,1385
5000,1,61,2651,11006,1383
5000,1,62,2642,11020,1387
5000,1,63,2617,11037,1382
5000,1,64,2634,11025,1390
5000,1,65,2644,10990,1386
5000,1,66,2655,11022,1371
5000,1,67,2631,11034,1391
5000,1,68,2633,11030,1377
5000,1,69,2650,11037,1390
5000,1,70,2644,11027,1393
5000,1,71,2669,11027,1396
5000,1,72,2660,11110,1396
5000,1,73,2660,11111,1396
5000,1,74,2654,11098,1384
5000,1,75,2665,11089,1395
5000,1,76,2660,11101,1398
5000,1,77,2644,11087,1387
5000,1,78,2657,11097,1385
5000,1,79,2660,11072,1391
5000,1,80,2663,11097,1397
5000,1,81,2642,11090,1397
5000,1,82,2656,11080,1390
5000,1,83,2651,11087,1389
5000,1,84,2658,11104,1388
5000,1,85,2650,11095,1389
5000,1,86,2657,11104,1391
5000,1,87,2659,11106,1387
5000,1,88,2655,11112,1389
5000,1,89,2596,11100,1391
5000,1,90,2654,11038,1379
5000,1,91,2665,11092,1394
5000,1,92,2665,11080,1394
5000,1,93,2649,11053,1397
5000,1,94,2651,11087,1384
5000,1,95,2656,11098,1392
5000,1,96,2661,11107,1394
5000,1,97,2651,11103,1393
5000,1,98,2663,11090,1397
5000,1,99,2662,11124,1398
5000,1,100,2649,11018,1397
5000,2,1,2631,10931,1384
5000,2,2,2646,11037,1391
5000,2,3,2651,11046,1383
5000,2,4,2652,11034,1381
5000,2,5,2644,11007,1374
5000,2,6,2647,11030,1385
5000,2,7,2661,11009,1390
5000,2,8,2632,11039,1375
5000,2,9,2656,11039,1382
5000,2,10,2652,10970,1394
5000,2,11,2632,11025,1380
5000,2,12,2647,11029,1390
5000,2,13,2645,10981,1374
5000,2,14,2647,11023,1390
5000,2,15,2649,11022,1369
5000,2,16,2646,11048,1382
5000,2,17,2631,10991,1378
5000,2,18,2642,11028,1375
5000,2,19,2621,11025,1380
5000,2,20,2651,11033,1395
5000,2,21,2620,11028,1385
5000,2,22,2645,10994,1384
5000,2,23,2643,10990,1385
5000,2,24,2632,11037,1383
5000,2,25,2650,11024,1368
5000,2,26,2644,11016,1379
5000,2,27,2644,11034,1382
5000,2,28,2632,10994,1376
5000,2,29,2606,11042,1389
5000,2,30,2613,10980,1393
5000,2,31,2637,11019,1372
5000,2,32,2629,11035,1367
5000,2,33,2638,11038,1383
5000,2,34,2640,11014,1389
5000,2,35,2649,10984,1380
5000,2,36,2626,11020,1378
5000,2,37,2652,11034,1385
5000,2,38,2634,11028,1381
5000,2,39,2652,11033,1385
5000,2,40,2650,11029,1394
5000,2,41,2627,11037,1370
5000,2,42,2637,11030,1374
5000,2,43,2649,11003,1377
5000,2,44,2638,11015,1387
5000,2,45,2631,11035,1389
5000,2,46,2636,11012,1388
5000,2,47,2629,11009,1382
5000,2,48,2642,11032,1370
5000,2,49,2637,11026,1372
5000,2,50,2645,11016,1382
5000,2,51,2631,11030,1386
5000,2,52,2649,11025,1378
5000,2,53,2663,11001,1377
5000,2,54,2640,11009,1387
5000,2,55,2639,11016,1379
5000,2,56,2635,11008,1379
5000,2,57,2647,11005,1387
5000,2,58,2659,11053,1391
5000,2,59,2629,10984,1385
5000,2,60,2629,10988,1372
5000,2,61,2645,11024,1379
5000,2,62,2626,11014,1386
5000,2,63,2637,11040,1374
5000,2,64,2639,11028,1388
5000,2,65,2636,11041,1390
5000,2,66,2647,11066,1385
5000,2,67,2659,11077,1386
5000,2,68,2648,10987,1373
5000,2,69,2651,11011,1394
5000,2,70,2645,10988,1385
5000,2,71,2650,11017,1382
5000,2,72,2627,11037,1388
5000,2,73,2637,11012,1376
5000,2,74,2639,10988,1361
5000,2,75,2619,11013,1386
5000,2,76,2645,11013,1388
5000,2,77,2635,11004,1385
5000,2,78,2642,10998,1379
5000,2,79,2651,11019,1393
5000,2,80,2642,10970,1378
5000,2,81,2648,11008,1387
5000,2,82,2640,11034,1389
5000,2,83,2638,11026,1372
5000,2,84,2639,11009,1382
5000,2,85,2641,11015,1392
5000,2,86,2642,11006,1387
5000,2,87,2645,11052,1386
5000,2,88,2648,11000,1367
5000,2,89,2637,11045,1390
5000,2,90,2631,11060,1380
5000,2,91,2629,11047,1385
5000,2,92,2654,11048,1388
5000,2,93,2657,11098,1393
5000,2,94,2638,11058,1385
